file,line,match,tag,snippet
app/page.tsx,589,rgba(221;216;208;0) | rgb(221;216;208) | linear-gradient(49deg; rgba(221;216;208;0),,"linear-gradient(49deg; rgba(221;216;208;0) 78.4%; rgb(221;216;208) 88.9%)"
app/page.tsx,596,rgba(221;216;208;0) | rgb(221;216;208) | linear-gradient(4deg; rgba(221;216;208;0),,"linear-gradient(4deg; rgba(221;216;208;0) 65.7%; rgb(221;216;208) 93.3%)"
app/press/page.tsx,25,#efedea,,<main className="min-h-screen pt-32 bg-[#efedea]">
app/press/press-grid.tsx,74,#231010,,<h2 className="font-display text-3xl font-light text-[#231010]">All Press Releases</h2>
app/press/press-grid.tsx,76,#231010,,<Search className="absolute left-3 top-1/2 -translate-y-1/2 size-4 text-[#231010]/40" />
app/press/press-grid.tsx,95,#231010 | #fbfcff,,? "bg-[#231010] text-[#fbfcff]"
app/press/press-grid.tsx,96,#231010 | #231010 | #231010 | #fbfcff,,: "border border-[#231010]/20 text-[#231010] hover:bg-[#231010] hover:text-[#fbfcff]"
app/press/press-grid.tsx,105,#231010,,<p className="text-sm text-[#231010]/50">
app/press/press-grid.tsx,129,#231010,,<p className="text-lg text-[#231010]/60">No press releases found matching your criteria.</p>
app/press/press-grid.tsx,140,#e6e2dc | #ddd9d3,,<div className="overflow-hidden rounded-[12px] bg-[#e6e2dc] transition-colors duration-300 hover:bg-[#ddd9d3]">
app/press/press-grid.tsx,164,#231010 | #231010,,<h2 className="font-display text-3xl font-light text-[#231010] mb-6 group-hover:text-[#231010]/70 transition-colors">
app/press/press-grid.tsx,168,#231010,,<time className="text-sm text-[#231010]/50 flex items-center gap-1.5 mb-6">
app/press/press-grid.tsx,173,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] mb-8">
app/press/press-grid.tsx,187,#231010,,<span className="text-xs text-[#231010]/40">
app/press/press-grid.tsx,194,#231010,,<div className="inline-flex items-center gap-2 text-[#231010] text-[13px] font-normal tracking-[0.35px] group-hover:gap-3 transition-all">
app/press/press-grid.tsx,208,#e6e2dc | #ddd9d3,,<div className="h-full rounded-[12px] bg-[#e6e2dc] overflow-hidden transition-colors duration-300 hover:bg-[#ddd9d3]">
app/press/press-grid.tsx,231,#231010 | #231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-4 group-hover:text-[#231010]/70 transition-colors line-clamp-2">
app/press/press-grid.tsx,235,#231010,,<time className="text-xs text-[#231010]/50 flex items-center gap-1.5 mb-4">
app/press/press-grid.tsx,240,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px] flex-1 line-clamp-2">
app/products/inventory/ProductInventoryClient.tsx,274,bg-blue-600,,? "bg-blue-600"
app/products/inventory/ProductInventoryClient.tsx,276,bg-amber-600,,? "bg-amber-600"
app/products/inventory/ProductInventoryClient.tsx,294,bg-blue-600,,? "bg-blue-600"
app/products/page.tsx,36,#efedea,,<main className="bg-[#efedea]">
app/products/page.tsx,40,#231010,,<p className="text-[12px] uppercase tracking-[3.15px] text-[#231010]/40 mb-6">
app/products/page.tsx,43,#231010,,<h1 className="font-display font-light text-[#231010] text-[clamp(2.25rem;4vw;3.5rem)] leading-[1.1] tracking-tight max-w-3xl">
app/products/page.tsx,46,#231010,,<p className="mt-6 font-light text-[14.6px] leading-[26px] text-[#231010]/70 max-w-2xl">
app/products/products-grid.tsx,27,#DF512B,,wound: "#DF512B";
app/products/products-grid.tsx,28,#D2A62C,,aesthetics: "#D2A62C";
app/products/products-grid.tsx,29,#4774AA,,international: "#4774AA";
app/products/products-grid.tsx,30,#231010,,regentx: "#231010";
app/products/products-grid.tsx,77,#231010,,<Search className="absolute left-4 top-1/2 -translate-y-1/2 w-4 h-4 text-[#231010]/40" />
app/products/products-grid.tsx,82,#231010 | #fbfcff | #231010 | #231010 | #231010,,className="w-full pl-11 pr-5 py-[15px] border border-[#231010]/15 bg-[#fbfcff] rounded-[4px] text-[13px] font-light text-[#231010] placeholder:text-[#231010]/35 focus:outline-none focus:border-[#231010]/40 transition duration-[0.25s] ease"
app/products/products-grid.tsx,99,#231010,,className={`px-7 py-[15px] text-[13px] font-normal tracking-[0.35px] rounded-[4px] transition duration-[0.25s] ease focus-visible:ring-2 focus-visible:ring-[#231010]/20 focus-visible:outline-none ${
app/products/products-grid.tsx,101,#231010 | #fbfcff,,? 'bg-[#231010] text-[#fbfcff]'
app/products/products-grid.tsx,102,#231010 | #231010 | #231010 | #fbfcff,,: 'border border-[#231010]/20 text-[#231010] hover:bg-[#231010] hover:text-[#fbfcff]'
app/products/products-grid.tsx,117,#231010,,<div className="mb-8 text-[12px] uppercase tracking-[3.15px] text-[#231010]/40 animate-appear" style={{ animationDelay: '0.3s' }}>
app/products/products-grid.tsx,125,#fbfcff,,<div className="h-full bg-[#fbfcff] rounded-[12px] overflow-hidden flex flex-col">
app/products/products-grid.tsx,143,#231010,,<div className="inline-flex items-center gap-2 text-[12px] uppercase tracking-[3.15px] text-[#231010]/40">
app/products/products-grid.tsx,146,#231010,,style={{ backgroundColor: DIVISION_COLORS[p.division] || '#231010' }}
app/products/products-grid.tsx,154,#231010,,<h2 className="font-display font-light text-[#231010] text-lg tracking-tight">
app/products/products-grid.tsx,158,#231010,,<p className="font-light text-[14.6px] leading-[26px] text-[#231010]/60">
app/products/products-grid.tsx,165,#231010,,<div className="mt-6 flex items-center text-[13px] font-medium text-[#231010] tracking-[0.35px] transition-transform duration-[250ms] ease group-hover:translate-x-1">
app/products/products-grid.tsx,180,#231010,,<p className="text-[#231010]/50 font-light text-[14.6px] leading-[26px]">No products found matching your criteria.</p>
app/science/clinical-research/page.tsx,31,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/science/clinical-research/page.tsx,41,#efedea,,<div className="absolute inset-0 bg-[#efedea]/60" />
app/science/clinical-research/page.tsx,44,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-4">Clinical Research</span>
app/science/clinical-research/page.tsx,45,#231010,,<h1 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] md:text-5xl lg:text-6xl max-w-3xl mb-6">Excellence in Clinical Research Governance</h1>
app/science/clinical-research/page.tsx,46,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] max-w-2xl mb-8">Tiger BioSciences maintains the highest standards of clinical research conduct; ethical oversight; and regulatory compliance.</p>
app/science/clinical-research/page.tsx,60,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/clinical-research/page.tsx,61,#231010,,<div className="text-4xl font-display font-light text-[#231010] mb-2">{stat.value}</div>
app/science/clinical-research/page.tsx,62,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-2">{stat.title}</h3>
app/science/clinical-research/page.tsx,63,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{stat.description}</p>
app/science/clinical-research/page.tsx,74,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">Clinical Research Excellence</span>
app/science/clinical-research/page.tsx,75,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">Quality and compliance</h2>
app/science/clinical-research/page.tsx,82,#e6e2dc | #ddd9d3,,<div className="h-full rounded-[12px] bg-[#e6e2dc] p-8 transition-colors duration-200 hover:bg-[#ddd9d3]">
app/science/clinical-research/page.tsx,83,#231010,,<Icon className="size-8 text-[#231010]/40 mb-4" />
app/science/clinical-research/page.tsx,84,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{area.title}</h3>
app/science/clinical-research/page.tsx,85,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] mb-6">{area.description}</p>
app/science/clinical-research/page.tsx,88,#231010,,<div key={idx} className="flex items-start gap-2 text-sm text-[#231010]/60">
app/science/clinical-research/page.tsx,89,#231010,,<div className="mt-1 size-1.5 rounded-full bg-[#231010]/30" />
app/science/clinical-research/page.tsx,94,#231010,,<div className="flex items-center text-[13px] font-normal text-[#231010] tracking-[0.35px] transition-transform group-hover:translate-x-1">
app/science/clinical-research/page.tsx,111,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">{section.badge}</span>
app/science/clinical-research/page.tsx,112,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">{section.title}</h2>
app/science/clinical-research/page.tsx,116,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/clinical-research/page.tsx,117,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{item.title}</h3>
app/science/clinical-research/page.tsx,118,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{item.description}</p>
app/science/clinical-research/page.tsx,129,#e6e2dc,,<div className="rounded-[12px] bg-[#e6e2dc] p-12 text-center">
app/science/clinical-research/page.tsx,130,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl tracking-[-0.015em]">Partner in Clinical Research</h2>
app/science/early-research/camps-tech/page.tsx,8,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/science/early-research/camps-tech/page.tsx,37,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-8 inline-block">
app/science/early-research/camps-tech/page.tsx,50,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl mb-6">Learn More About Our Research</h2>
app/science/early-research/camps-tech/page.tsx,51,#231010,,<p className="text-[14.6px] font-light text-[#231010] leading-[26px] mb-8">
app/science/facts/page.tsx,21,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/science/facts/page.tsx,23,#231010,,<section className="border-b border-[#231010]/10">
app/science/facts/page.tsx,26,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 mb-6 inline-block">
app/science/facts/page.tsx,29,#231010,,<h1 className="font-display font-light text-[#231010] text-4xl md:text-5xl mb-8">Comprehensive Clinical Evidence</h1>
app/science/facts/page.tsx,30,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px]">
app/science/facts/page.tsx,34,#231010,,<div className="mt-12 text-sm text-[#231010]/50">
app/science/facts/page.tsx,42,#231010 | #e6e2dc,,<section className="border-b border-[#231010]/10 bg-[#e6e2dc] py-24">
app/science/facts/page.tsx,82,#231010 | #231010,,<div className="mb-4 inline-block rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1">
app/science/facts/page.tsx,83,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/science/facts/page.tsx,87,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-2">{approval.title}</h3>
app/science/facts/page.tsx,89,#231010,,<p className="text-sm text-[#231010]/50">Approval Number: {approval.approvalNumber}</p>
app/science/facts/page.tsx,93,#231010,,<p className="mb-8 text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{approval.summary}</p>
app/science/facts/page.tsx,98,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-xs text-[#231010]/60"
app/science/facts/page.tsx,131,border-emerald-600 | bg-emerald-600 | text-emerald-700,,? "border-emerald-600/30 bg-emerald-600/12 text-emerald-700"
app/science/facts/page.tsx,132,#4774AA | #4774AA | #2E4F73,,: "border-[#4774AA]/30 bg-[#4774AA]/12 text-[#2E4F73]"
app/science/facts/page.tsx,137,#231010 | #231010 | #231010,,<span className="inline-block rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/science/facts/page.tsx,141,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-2">{pub.title}</h3>
app/science/facts/page.tsx,142,#231010,,{pub.subtitle && <p className="text-sm italic text-[#231010]/50">{pub.subtitle}</p>}
app/science/facts/page.tsx,146,#231010,,<div className="mb-3 flex flex-wrap gap-x-4 gap-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,172,#231010,,<p className="mb-4 text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{pub.abstract}</p>
app/science/facts/page.tsx,174,#231010,,<div className="mb-4 rounded-[12px] bg-[#231010]/5 p-4">
app/science/facts/page.tsx,175,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Key Findings:</h4>
app/science/facts/page.tsx,176,#231010,,<ul className="space-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,179,#231010,,<span className="mt-1.5 h-1 w-1 flex-shrink-0 rounded-full bg-[#231010]/30" />
app/science/facts/page.tsx,211,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-xs text-[#231010]/60"
app/science/facts/page.tsx,235,border-emerald-600 | bg-emerald-600 | text-emerald-700,,<span className="inline-block rounded-full border border-emerald-600/30 bg-emerald-600/12 px-3 py-1 text-[12px] font-normal uppercase tracking-[3.15px] text-emerald-700">
app/science/facts/page.tsx,239,#4774AA | #4774AA | #2E4F73,,<span className="inline-block rounded-full border border-[#4774AA]/30 bg-[#4774AA]/12 px-3 py-1 text-[12px] font-normal uppercase tracking-[3.15px] text-[#2E4F73]">
app/science/facts/page.tsx,244,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-1">{trial.shortTitle}</h3>
app/science/facts/page.tsx,245,#231010,,<p className="text-sm text-[#231010]/50">{trial.title}</p>
app/science/facts/page.tsx,250,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-3">
app/science/facts/page.tsx,251,#231010,,<div className="text-2xl font-light text-[#231010]">{trial.participants}</div>
app/science/facts/page.tsx,252,#231010,,<div className="text-xs text-[#231010]/50">Patients</div>
app/science/facts/page.tsx,255,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-3">
app/science/facts/page.tsx,256,#231010,,<div className="text-2xl font-light text-[#231010]">{trial.sites}</div>
app/science/facts/page.tsx,257,#231010,,<div className="text-xs text-[#231010]/50">U.S. Sites</div>
app/science/facts/page.tsx,260,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-3">
app/science/facts/page.tsx,261,#231010,,<div className="text-sm font-light text-[#231010]">{trial.studyType}</div>
app/science/facts/page.tsx,262,#231010,,<div className="text-xs text-[#231010]/50">Study Type</div>
app/science/facts/page.tsx,267,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Primary Objective:</h4>
app/science/facts/page.tsx,268,#231010,,<p className="text-sm text-[#231010]/60">{trial.primaryObjective}</p>
app/science/facts/page.tsx,273,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Secondary Objectives:</h4>
app/science/facts/page.tsx,274,#231010,,<ul className="space-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,277,#231010,,<span className="mt-1.5 h-1 w-1 flex-shrink-0 rounded-full bg-[#231010]/30" />
app/science/facts/page.tsx,286,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Conditions Studied:</h4>
app/science/facts/page.tsx,291,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-xs text-[#231010]/60"
app/science/facts/page.tsx,300,#231010,,<div className="mb-4 rounded-[12px] bg-[#231010]/5 p-4">
app/science/facts/page.tsx,301,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Study Details:</h4>
app/science/facts/page.tsx,302,#231010,,<ul className="space-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,305,#231010,,<span className="mt-1.5 h-1 w-1 flex-shrink-0 rounded-full bg-[#231010]/30" />
app/science/facts/page.tsx,318,#231010 | #231010,,className="inline-flex items-center gap-2 text-sm text-[#231010]/70 hover:text-[#231010] transition-colors"
app/science/facts/page.tsx,341,#4774AA | #4774AA,,<div className="mb-2 inline-block rounded-full border border-[#4774AA]/30 bg-[#4774AA]/12 px-3 py-1">
app/science/facts/page.tsx,342,#2E4F73,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#2E4F73]">
app/science/facts/page.tsx,346,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-1">{submission.title}</h3>
app/science/facts/page.tsx,350,#231010,,<div className="mb-3 flex flex-wrap gap-x-4 gap-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,362,#231010,,<p className="mb-4 text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{submission.summary}</p>
app/science/facts/page.tsx,369,#231010 | #231010,,className="inline-flex items-center gap-2 text-sm text-[#231010]/70 hover:text-[#231010] transition-colors"
app/science/facts/page.tsx,392,#231010 | #231010,,<div className="mb-2 inline-block rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1">
app/science/facts/page.tsx,393,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40">
app/science/facts/page.tsx,397,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-1">{platform.name}</h3>
app/science/facts/page.tsx,401,#231010,,<p className="mb-4 text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{platform.description}</p>
app/science/facts/page.tsx,403,#231010,,<div className="mb-4 rounded-[12px] bg-[#231010]/5 p-4">
app/science/facts/page.tsx,404,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Scientific Basis:</h4>
app/science/facts/page.tsx,405,#231010,,<ul className="space-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,408,#231010,,<span className="mt-1.5 h-1 w-1 flex-shrink-0 rounded-full bg-[#231010]/30" />
app/science/facts/page.tsx,416,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Key Features:</h4>
app/science/facts/page.tsx,417,#231010,,<ul className="space-y-1 text-sm text-[#231010]/60">
app/science/facts/page.tsx,420,#231010,,<span className="mt-1.5 h-1 w-1 flex-shrink-0 rounded-full bg-[#231010]/30" />
app/science/facts/page.tsx,428,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Clinical Applications:</h4>
app/science/facts/page.tsx,433,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-xs text-[#231010]/60"
app/science/facts/page.tsx,442,#231010,,<div className="text-sm text-[#231010]/50">
app/science/facts/page.tsx,452,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-6">CAMPs Product Configurations</h3>
app/science/facts/page.tsx,456,#231010,,<h4 className="font-display text-lg font-light text-[#231010] mb-2">{config.name}</h4>
app/science/facts/page.tsx,457,#231010,,<p className="mb-4 text-sm text-[#231010]/60">{config.description}</p>
app/science/facts/page.tsx,460,#231010,,<div className="mb-1 text-xs font-medium text-[#231010]">Layers:</div>
app/science/facts/page.tsx,463,#231010,,<div key={`${config.name}-layer-${idx}`} className="text-sm text-[#231010]/60">
app/science/facts/page.tsx,471,#231010,,<div className="mb-1 text-xs font-medium text-[#231010]">Characteristics:</div>
app/science/facts/page.tsx,474,#231010,,<div key={char} className="text-sm text-[#231010]/60">
app/science/facts/page.tsx,482,#231010,,<div className="mb-2 text-xs font-medium text-[#231010]">Products:</div>
app/science/facts/page.tsx,487,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-2 py-1 text-xs text-[#231010]/60"
app/science/facts/page.tsx,509,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-4 text-center">
app/science/facts/page.tsx,510,#231010,,<div className="text-3xl font-light text-[#231010]">{scienceStatistics.clinicalManuscripts}</div>
app/science/facts/page.tsx,511,#231010,,<div className="text-xs text-[#231010]/50">Clinical Manuscripts</div>
app/science/facts/page.tsx,513,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-4 text-center">
app/science/facts/page.tsx,514,#231010,,<div className="text-3xl font-light text-[#231010]">{scienceStatistics.scientificAbstracts}</div>
app/science/facts/page.tsx,515,#231010,,<div className="text-xs text-[#231010]/50">Scientific Abstracts</div>
app/science/facts/page.tsx,517,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-4 text-center">
app/science/facts/page.tsx,518,#231010,,<div className="text-3xl font-light text-[#231010]">{scienceStatistics.scientificPosters}</div>
app/science/facts/page.tsx,519,#231010,,<div className="text-xs text-[#231010]/50">Scientific Posters</div>
app/science/facts/page.tsx,521,#231010,,<div className="rounded-[12px] bg-[#231010]/5 p-4 text-center">
app/science/facts/page.tsx,522,#231010,,<div className="text-3xl font-light text-[#231010]">{scienceStatistics.rdManuscripts}</div>
app/science/facts/page.tsx,523,#231010,,<div className="text-xs text-[#231010]/50">R&D Manuscripts</div>
app/science/facts/page.tsx,528,#231010,,<h4 className="mb-2 text-sm font-medium text-[#231010]">Products with Clinical Evidence:</h4>
app/science/facts/page.tsx,533,#231010 | #231010 | #231010,,className="rounded-full border border-[#231010]/10 bg-[#231010]/5 px-3 py-1 text-sm text-[#231010]/60"
app/science/facts/page.tsx,544,#e6e2dc,,<div className="mt-24 rounded-[12px] bg-[#e6e2dc] p-12 text-center">
app/science/facts/page.tsx,545,#231010,,<p className="mb-4 text-base font-medium text-[#231010]">Verification Status</p>
app/science/facts/page.tsx,546,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">
app/science/facts/page.tsx,552,#231010,,<div className="mt-6 text-sm text-[#231010]/40">
app/science/facts/page.tsx,563,#efedea | #e6e2dc,,<div className="rounded-[12px] bg-[#efedea] p-6 transition-all duration-300 hover:bg-[#e6e2dc]">
app/science/facts/page.tsx,564,#231010,,<div className="mb-3 text-[#231010]/40">{icon}</div>
app/science/facts/page.tsx,565,#231010,,<div className="mb-1 text-4xl font-light text-[#231010]">{number}</div>
app/science/facts/page.tsx,566,#231010,,<div className="text-sm text-[#231010]/50">{label}</div>
app/science/facts/page.tsx,587,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">
app/science/facts/page.tsx,590,#231010,,<h2 className="font-display text-3xl font-light text-[#231010] mb-6">{title}</h2>
app/science/facts/page.tsx,591,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{description}</p>
app/science/facts/page.tsx,600,#e6e2dc | #ddd9d3,,<div className="rounded-[12px] bg-[#e6e2dc] p-8 transition-all duration-300 hover:bg-[#ddd9d3]">
app/science/pipeline/page.tsx,31,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/science/pipeline/page.tsx,41,#efedea,,<div className="absolute inset-0 bg-[#efedea]/60" />
app/science/pipeline/page.tsx,44,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-4">Research Pipeline</span>
app/science/pipeline/page.tsx,45,#231010,,<h1 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] md:text-5xl lg:text-6xl max-w-3xl mb-6">Advancing the Science of Regenerative Medicine</h1>
app/science/pipeline/page.tsx,46,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] max-w-2xl mb-8">Tiger BioSciences maintains a robust research pipeline spanning early discovery through clinical validation.</p>
app/science/pipeline/page.tsx,60,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/pipeline/page.tsx,61,#231010,,<div className="text-4xl font-display font-light text-[#231010] mb-2">{stat.value}</div>
app/science/pipeline/page.tsx,62,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-2">{stat.title}</h3>
app/science/pipeline/page.tsx,63,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{stat.description}</p>
app/science/pipeline/page.tsx,74,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">Research Pipeline</span>
app/science/pipeline/page.tsx,75,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">Driving innovation across programs</h2>
app/science/pipeline/page.tsx,82,#e6e2dc | #ddd9d3,,<div className="h-full rounded-[12px] bg-[#e6e2dc] p-8 transition-colors duration-200 hover:bg-[#ddd9d3]">
app/science/pipeline/page.tsx,83,#231010,,<Icon className="size-8 text-[#231010]/40 mb-4" />
app/science/pipeline/page.tsx,84,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{program.title}</h3>
app/science/pipeline/page.tsx,85,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] mb-6">{program.description}</p>
app/science/pipeline/page.tsx,88,#231010,,<div key={idx} className="flex items-start gap-2 text-sm text-[#231010]/60">
app/science/pipeline/page.tsx,89,#231010,,<div className="mt-1 size-1.5 rounded-full bg-[#231010]/30" />
app/science/pipeline/page.tsx,94,#231010,,<div className="flex items-center text-[13px] font-normal text-[#231010] tracking-[0.35px] transition-transform group-hover:translate-x-1">
app/science/pipeline/page.tsx,111,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">{section.badge}</span>
app/science/pipeline/page.tsx,112,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">{section.title}</h2>
app/science/pipeline/page.tsx,116,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/pipeline/page.tsx,117,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{item.title}</h3>
app/science/pipeline/page.tsx,118,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px]">{item.description}</p>
app/science/pipeline/page.tsx,129,#e6e2dc,,<div className="rounded-[12px] bg-[#e6e2dc] p-12 text-center">
app/science/pipeline/page.tsx,130,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl tracking-[-0.015em]">Partner with Our Research Team</h2>
app/science/publications/page.tsx,30,#efedea,,<main className="min-h-screen bg-[#efedea]">
app/science/publications/page.tsx,40,#efedea,,<div className="absolute inset-0 bg-[#efedea]/60" />
app/science/publications/page.tsx,43,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-4">Scientific Publications</span>
app/science/publications/page.tsx,44,#231010,,<h1 className="font-display font-light text-[#231010] text-[clamp(36px;5vw;64px)] md:text-5xl lg:text-6xl max-w-3xl mb-6">Evidence-Based Innovation</h1>
app/science/publications/page.tsx,59,#e6e2dc,,<div key={i} className="rounded-[12px] bg-[#e6e2dc] p-8">
app/science/publications/page.tsx,60,#231010,,<div className="text-4xl font-display font-light text-[#231010] mb-2">{stat.value}</div>
app/science/publications/page.tsx,61,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-2">{stat.title}</h3>
app/science/publications/page.tsx,62,#231010,,<p className="text-[14.6px] font-light text-[#231010]/60 leading-[26px]">{stat.description}</p>
app/science/publications/page.tsx,73,#231010,,<span className="text-[12px] font-normal uppercase tracking-[3.15px] text-[#231010]/40 block mb-6">Scientific Output</span>
app/science/publications/page.tsx,74,#231010,,<h2 className="font-display font-light text-[#231010] text-3xl md:text-4xl">Our published research</h2>
app/science/publications/page.tsx,81,#e6e2dc | #ddd9d3,,<div className="h-full rounded-[12px] bg-[#e6e2dc] p-8 transition-colors duration-200 hover:bg-[#ddd9d3]">
app/science/publications/page.tsx,82,#231010,,<Icon className="size-8 text-[#231010]/40 mb-4" />
app/science/publications/page.tsx,83,#231010,,<h3 className="font-display text-xl font-light text-[#231010] mb-3">{type.title}</h3>
app/science/publications/page.tsx,84,#231010,,<p className="text-[14.6px] font-light text-[#231010]/70 leading-[26px] mb-6">{type.description}</p>
app/science/publications/page.tsx,87,#231010,,<div key={idx} className="flex items-start gap-2 text-sm text-[#231010]/60">
app/science/publications/page.tsx,88,#231010,,<div className="mt-1 size-1.5 rounded-full bg-[#231010]/30" />
app/science/publications/page.tsx,93,#231010,,<div className="flex items-center text-[13px] font-normal text-[#231010] tracking-[0.35px] transition-transform group-hover:translate-x-1">
